id,name,conference,nat_rank,commits,five_star,four_star,three_star,avg,points,year
1516,UCLA,Pac-12,45,17,0,2,12,83.77,172.23,2011
1517,Baylor,Big-12,46,21,0,1,16,82.66,169.94,2011
1518,Cincinnati,AAC,47,24,0,1,19,82.46,168.77,2011
1519,Arizona,Pac-12,48,22,0,0,14,82.06,166.94,2011
1520,Vanderbilt,SEC,49,21,0,1,15,82.24,164,2011
1521,Maryland,Big-Ten,50,21,0,1,16,82.03,162.97,2011
1522,Kansas State,Big-12,51,27,0,0,20,81.67,161.75,2011
1523,West Virginia,Big-12,52,23,0,0,17,81.79,160.31,2011
1524,Boise State,M-West,53,20,0,0,12,81.79,159.98,2011
1525,UCF,AAC,54,26,0,0,15,80.96,158.74,2011
1526,Indiana,Big-Ten,55,23,0,0,16,81.13,158.62,2011
1527,Missouri,SEC,56,14,0,1,11,84.3,158.06,2011
1528,Minnesota,Big-Ten,57,24,0,0,17,81.41,157.15,2011
1529,Syracuse,ACC,58,27,0,1,17,80.89,155.37,2011
1530,Iowa State,Big-12,59,23,0,0,16,81.26,153.86,2011
1531,Marshall,C-USA,60,24,0,0,15,80.85,152.84,2011
1532,Northwestern,Big-Ten,61,16,0,0,15,83.37,150.59,2011
1533,Pittsburgh,ACC,62,20,0,1,9,80.44,150.28,2011
1534,Duke,ACC,63,20,0,0,17,81.93,149.33,2011
1535,Colorado,Pac-12,64,19,0,0,13,81.55,147.7,2011
1536,Arizona State,Pac-12,65,14,0,0,12,83.39,146.68,2011
1537,Wake Forest,ACC,66,16,0,0,13,82.33,144.89,2011
1538,SMU,AAC,67,27,0,1,10,79.6,144.59,2011
1539,Washington State,Pac-12,68,25,0,0,15,80.4,144.31,2011
1540,BYU,Ind.,69,18,0,0,10,81.12,143.97,2011
1541,USF,AAC,70,21,0,0,13,80.25,143.19,2011
1542,NC State,ACC,71,20,0,0,14,80.44,139.33,2011
1543,East Carolina,AAC,72,26,0,0,13,79.31,138.07,2011
1544,Houston,AAC,73,22,0,0,11,79.05,133.64,2011
1545,Toledo,MAC,74,22,0,0,9,78.51,132.9,2011
1546,Purdue,Big-Ten,75,15,0,0,11,80.98,129.88,2011
1547,Colorado State,M-West,76,26,0,0,6,77.89,122.79,2011
1548,Memphis,AAC,77,31,0,0,8,77.97,122.48,2011
1549,San Diego State,M-West,78,23,0,0,4,78.34,118.44,2011
1550,Connecticut,Ind.,79,17,0,0,11,79.56,117.6,2011
1551,Tulsa,AAC,80,21,0,0,5,77.98,113.38,2011
1552,Tulane,AAC,81,22,0,0,4,78.04,110.8,2011
1553,Western Michigan,MAC,82,19,0,0,4,76.72,94.12,2011
1554,Temple,AAC,83,20,0,0,3,76.98,93.88,2011
1555,Louisiana,SBC,84,29,0,0,3,75.35,91.52,2011
1556,Western Kentucky,C-USA,85,27,0,0,2,75.21,85.81,2011
1557,Southern Miss,C-USA,86,26,0,0,1,74.82,83.64,2011
1558,Navy,AAC,87,19,0,0,2,76.27,81.56,2011
1559,Army,Ind.,88,27,0,0,0,76.14,77.89,2011
1560,Air Force,M-West,89,27,0,0,0,75.93,77.86,2011
1561,Bowling Green,MAC,90,22,0,0,3,74.99,77.59,2011
1562,South Alabama,SBC,91,16,0,0,1,76.33,76.36,2011
1563,FIU,C-USA,92,25,0,0,2,74.49,76.24,2011
1564,Central Michigan,MAC,93,25,0,0,2,74.65,75.64,2011
1565,Hawaii,M-West,94,25,0,0,2,73.77,73.77,2011
1566,Northern Illinois,MAC,95,22,0,0,1,74.31,67.82,2011
1567,Ohio,MAC,96,23,0,0,1,74.46,67.8,2011
1568,Rice,C-USA,97,19,0,0,1,74.85,67.71,2011
1569,Fresno State,M-West,98,17,0,0,2,74.89,67.3,2011
1570,Middle Tennessee State,C-USA,99,17,0,0,1,75.16,66.67,2011
1571,Buffalo,MAC,100,22,0,0,0,74.17,61.88,2011
1572,UAB,C-USA,101,26,0,0,0,73.51,61.54,2011
1573,Ball State,MAC,102,19,0,0,1,74.44,60.53,2011
1574,Florida Atlantic,C-USA,103,24,0,0,0,73.96,60.49,2011
1575,Wyoming,M-West,104,22,0,0,2,73.64,59.82,2011
1576,New Mexico,M-West,105,21,0,0,3,73.17,57.85,2011
1577,Louisiana-Monroe,SBC,106,21,0,0,1,74.26,57.72,2011
1578,Miami (OH),MAC,107,19,0,0,0,74.41,57.32,2011
1579,Utah State,M-West,108,24,0,0,2,72.57,56.53,2011
1580,North Texas,C-USA,109,25,0,0,1,73.12,55.16,2011
1581,UNLV,M-West,110,22,0,0,1,73.02,53.88,2011
1582,Eastern Michigan,MAC,111,19,0,0,2,73.1,53.69,2011
1583,Troy,SBC,112,19,0,0,1,73.28,51.83,2011
1584,Louisiana Tech,C-USA,113,23,0,0,0,72.79,51.59,2011
1585,Akron,MAC,114,22,0,0,1,73.33,50.3,2011
1586,Nevada,M-West,115,23,0,0,0,72.95,50.28,2011
1587,San Jose State,M-West,116,22,0,0,0,73.13,48.83,2011
1588,Idaho,,117,22,0,0,1,72.89,48.78,2011
1589,Arkansas State,SBC,118,22,0,0,1,72.63,48.25,2011
1590,Kent State,MAC,119,18,0,0,1,73.35,45.57,2011
1591,UTEP,C-USA,120,21,0,0,0,72.06,35.04,2011
1592,New Mexico State,Ind.,121,21,0,0,0,71.75,30.13,2011
1593,Northern Iowa,,122,3,0,0,2,79.71,28.92,2011
1594,Villanova,,123,4,0,0,1,76.11,24.24,2011
1595,South Carolina State,,124,2,0,0,1,79.08,18.1,2011
1596,Liberty,Ind.,125,1,0,0,1,83.33,13.33,2011
1597,Harvard,,126,2,0,0,0,76.67,13.29,2011
1598,Texas State,SBC,127,1,0,0,1,82.55,12.55,2011
1599,Holy Cross,,128,1,0,0,1,81.46,11.46,2011
1600,Old Dominion,C-USA,129,2,0,0,0,74.16,8.32,2011
1601,Massachusetts,Ind.,130,1,0,0,0,76.67,6.67,2011
1602,UTSA,C-USA,131,1,0,0,0,76.67,6.67,2011
1603,Bethune-Cookman,,132,1,0,0,0,75.99,5.99,2011
1604,Appalachian State,SBC,133,1,0,0,0,74.32,4.32,2011
1605,Western Carolina,,134,1,0,0,0,70,0,2011
1606,Eastern Illinois,,135,1,0,0,0,70,0,2011
1607,North Dakota State,,136,1,0,0,0,70,0,2011
1608,Indiana State,,137,1,0,0,0,70,0,2011
1609,Georgia State,SBC,,5,0,0,,0,0,2011
1610,Texas Southern,,,1,0,0,,0,0,2011
1611,Bucknell,,,1,0,0,,0,0,2011
1612,Delaware State,,,1,0,0,,0,0,2011
1613,Illinois State,,,1,0,0,,0,0,2011
1614,Eastern Washington,,,1,0,0,,0,0,2011
1615,MidAmerica Nazarene,,,1,0,0,,0,0,2011
1616,Carson Newman College,,,1,0,0,,0,0,2011
1617,Tennessee State,,,1,0,0,,0,0,2011
1618,Maine,,,1,0,0,0,70,0,2011
1619,Dayton,,,1,0,0,,0,0,2011
1620,Central Arkansas,,,1,0,0,,0,0,2011
1621,Minnesota State Mankato,,,1,0,0,,0,0,2011
1622,Georgia Southern,SBC,,1,0,0,,0,0,2011
1623,Gardner-Webb,,,2,0,0,,0,0,2011
1624,Princeton,,,1,0,0,,0,0,2011
1625,Stony Brook,,,1,0,0,,0,0,2011
1626,Winston-Salem State,,,1,0,0,,0,0,2011
1627,Southern Illinois,,,1,0,0,,0,0,2011
1628,Southern Utah,,,2,0,0,,0,0,2011
1629,Presbyterian,,,1,0,0,0,70,0,2011
1630,William & Mary,,,2,0,0,,0,0,2011
1631,North Carolina Central,,,1,0,0,,0,0,2011
1632,Tusculum,,,1,0,0,,0,0,2011
1633,West Texas A&M,,,1,0,0,,0,0,2011
1634,Delaware,,,1,0,0,,0,0,2011
1635,Fordham,,,1,0,0,,0,0,2011
1636,Montana,,,1,0,0,,0,0,2011
1637,Newberry,,,1,0,0,,0,0,2011
1638,Abilene Christian,,,1,0,0,,0,0,2011
1639,Montana State,,,1,0,0,,0,0,2011
1640,Towson,,,1,0,0,,0,0,2011
1641,Alabama,SEC,1,26,3,15,8,93.4,313.12,2012
1642,Texas,Big-12,2,28,2,20,6,92.15,300.12,2012
1643,Florida,SEC,3,23,3,13,7,91.78,290.27,2012
1644,Florida State,ACC,4,19,6,9,4,92.93,290.11,2012
1645,Ohio State,Big-Ten,5,25,2,14,9,91.47,286.13,2012
1646,Michigan,Big-Ten,6,25,0,16,9,91,281.12,2012
1647,Stanford,Pac-12,7,22,2,9,11,90.52,275.98,2012
1648,USC,Pac-12,8,17,1,11,5,92.64,274.18,2012
1649,Georgia,SEC,9,19,4,6,9,91.51,273.57,2012
1650,Miami,ACC,10,33,2,7,24,87.89,268.93,2012
1651,Auburn,SEC,11,20,0,11,9,90.83,261.81,2012
1652,Oklahoma,Big-12,12,23,0,12,11,89.69,255.08,2012
1653,LSU,SEC,13,24,0,16,6,89.39,252.55,2012
1654,Oregon,Pac-12,14,21,1,10,8,88.51,251.25,2012
1655,South Carolina,SEC,15,25,0,10,15,88.55,248.77,2012
1656,Texas A&M,SEC,16,19,2,8,9,89.99,248.67,2012
1657,Notre Dame,Ind.,17,16,1,9,5,91.21,248.21,2012
1658,UCLA,Pac-12,18,26,1,6,16,86.96,247.77,2012
1659,Tennessee,SEC,19,22,0,10,12,88.47,242.81,2012
1660,Clemson,ACC,20,20,0,10,10,89.03,241.73,2012
1661,Virginia Tech,ACC,21,28,0,7,20,86.46,231.41,2012
1662,Mississippi State,SEC,22,28,0,6,22,85.99,227.14,2012
1663,Rutgers,Big-Ten,23,20,1,6,13,87.6,226.24,2012
1664,Washington,Pac-12,24,25,1,6,16,85.4,225.52,2012
1665,Virginia,ACC,25,28,0,5,21,85.35,223.88,2012
1666,Baylor,Big-12,26,25,0,5,16,85.48,222.62,2012
1667,Arkansas,SEC,27,25,0,6,19,87.24,222.12,2012
1668,Texas Tech,Big-12,28,24,0,5,15,85.4,220.7,2012
1669,TCU,Big-12,29,24,0,4,18,86.19,219.37,2012
1670,California,Pac-12,30,17,0,8,7,87.54,217.88,2012
1671,Oklahoma State,Big-12,31,23,0,5,15,85.59,213.82,2012
1672,Nebraska,Big-Ten,32,17,0,8,9,87.91,213.77,2012
1673,Missouri,SEC,33,19,1,3,15,86.8,212.4,2012
1674,Michigan State,Big-Ten,34,20,0,4,15,86.16,210.77,2012
1675,West Virginia,Big-12,35,28,0,3,24,84.79,206.7,2012
1676,Arizona State,Pac-12,36,26,0,3,18,83.67,205.33,2012
1677,Maryland,Big-Ten,37,23,1,2,19,84.88,204.96,2012
1678,Utah,Pac-12,38,27,0,4,16,83.88,204.91,2012
1679,Colorado,Pac-12,39,28,0,2,23,84.07,203.71,2012
1680,Iowa,Big-Ten,40,24,0,4,18,84.14,201.08,2012
1681,North Carolina,ACC,41,23,0,2,20,85.24,199.55,2012
1682,Arizona,Pac-12,42,26,0,3,21,84.15,199.26,2012
1683,Pittsburgh,ACC,43,17,1,4,10,85.8,198.81,2012
1684,Oregon State,Pac-12,44,23,1,0,19,83.69,195.63,2012
1685,Louisville,ACC,45,21,0,3,17,84.74,194.36,2012
1686,Vanderbilt,SEC,46,22,0,1,19,84.98,194.25,2012
1687,Penn State,Big-Ten,47,20,0,3,16,84.99,192.63,2012
1688,Ole Miss,SEC,48,18,1,2,12,84.58,190.69,2012
1689,Purdue,Big-Ten,49,27,0,2,20,82.89,188.27,2012
1690,Kentucky,SEC,50,27,0,1,24,83.72,187.81,2012
1691,Cincinnati,AAC,51,28,0,0,28,83.99,185.26,2012
1692,NC State,ACC,52,22,0,1,21,84.3,183.7,2012
1693,Georgia Tech,ACC,53,17,0,2,14,85.04,183.42,2012
1694,USF,AAC,54,18,0,2,14,84.24,181.93,2012
1695,Northwestern,Big-Ten,55,21,0,1,17,83.57,178.76,2012
1696,Houston,AAC,56,24,0,1,13,81.35,176.32,2012
1697,Indiana,Big-Ten,57,26,0,0,19,82.42,175.53,2012
1698,Washington State,Pac-12,58,23,0,1,16,82.2,173.37,2012
1699,Minnesota,Big-Ten,59,26,0,0,19,81.85,171,2012
1700,Syracuse,ACC,60,23,0,2,15,81.74,170.44,2012
1701,Boise State,M-West,61,22,0,0,15,81.64,169.1,2012
1702,Duke,ACC,62,21,0,0,17,82.09,165.02,2012
1703,Illinois,Big-Ten,63,18,0,0,14,82.79,162.09,2012
1704,Arkansas State,SBC,64,29,0,1,15,80.41,162.02,2012
1705,Wisconsin,Big-Ten,65,12,0,4,6,85.43,160.75,2012
1706,Wake Forest,ACC,66,19,0,0,18,82.74,156.07,2012
1707,Iowa State,Big-12,67,21,0,0,15,81.81,155.41,2012
1708,Southern Miss,C-USA,68,23,0,1,11,80.07,150.61,2012
1709,Boston College,ACC,69,17,0,0,12,81.86,150.03,2012
1710,SMU,AAC,70,22,0,0,13,81.3,149.82,2012
1711,BYU,Ind.,71,15,0,2,7,82.07,148.63,2012
1712,Connecticut,Ind.,72,22,0,0,14,80.44,143.96,2012
1713,Kansas State,Big-12,73,19,0,0,12,79.95,139.67,2012
1714,Temple,AAC,74,30,0,0,14,78.38,139.63,2012
1715,San Diego State,M-West,75,21,0,0,13,79.83,139.37,2012
1716,Toledo,MAC,76,27,0,1,8,78.68,138.36,2012
1717,Nevada,M-West,77,21,0,0,11,78.4,135.19,2012
1718,Marshall,C-USA,78,22,0,1,6,78.64,134.93,2012
1719,FIU,C-USA,79,29,0,0,11,77.8,134.46,2012
1720,East Carolina,AAC,80,18,0,0,10,79.86,133.06,2012
1721,Kansas,Big-12,81,17,0,0,10,79.36,128.07,2012
1722,Florida Atlantic,C-USA,82,28,0,0,8,77.11,125.72,2012
1723,Tulane,AAC,83,16,0,0,8,80.08,124.65,2012
1724,Hawaii,M-West,84,20,0,1,5,77.9,124.09,2012
1725,Rice,C-USA,85,24,0,0,11,78.68,123.63,2012
1726,Air Force,M-West,86,39,0,0,9,77.15,121.39,2012
1727,Miami (OH),MAC,87,24,0,0,8,78.11,121.01,2012
1728,New Mexico State,Ind.,88,20,0,1,6,78.39,120.43,2012
1729,Tulsa,AAC,89,20,0,0,10,78.97,120.37,2012
1730,Central Michigan,MAC,90,24,0,0,7,78.08,120.28,2012
1731,Western Michigan,MAC,91,27,0,0,6,76.94,120.13,2012
1732,Memphis,AAC,92,26,0,0,6,77.13,116.8,2012
1733,Ohio,MAC,93,22,0,0,7,78.13,116.72,2012
1734,Bowling Green,MAC,94,20,0,0,7,77.67,115.2,2012
1735,New Mexico,M-West,95,26,0,0,6,76.4,113.27,2012
1736,UCF,AAC,96,15,0,0,8,79.6,113.11,2012
1737,Western Kentucky,C-USA,97,13,0,0,6,80.3,111.94,2012
1738,Louisiana Tech,C-USA,98,15,0,0,7,79.12,111.9,2012
1739,Troy,SBC,99,31,0,0,5,76.69,111.64,2012
1740,North Texas,C-USA,100,23,0,0,6,77.19,108.78,2012
1741,UNLV,M-West,101,19,0,0,6,77.88,106.3,2012
1742,Kent State,MAC,102,24,0,0,6,76.81,105.08,2012
1743,Northern Illinois,MAC,103,30,0,0,5,74.68,104.53,2012
1744,San Jose State,M-West,104,21,0,0,3,77.33,103.14,2012
1745,Ball State,MAC,105,24,0,0,4,77.23,103.09,2012
1746,UTEP,C-USA,106,22,0,0,6,76.39,102.75,2012
1747,Louisiana,SBC,107,22,0,0,2,76.24,97.59,2012
1748,Eastern Michigan,MAC,108,24,0,0,2,75.92,96.95,2012
1749,UAB,C-USA,109,24,0,0,3,76.28,96.91,2012
1750,Idaho,,110,22,0,0,3,76.01,96.07,2012
1751,Utah State,M-West,111,15,0,0,4,78.12,96.05,2012
1752,Texas State,SBC,112,11,0,0,4,79.96,94.09,2012
1753,South Alabama,SBC,113,15,0,0,4,77.89,93.33,2012
1754,Wyoming,M-West,114,23,0,0,3,75.29,92.41,2012
1755,Fresno State,M-West,115,14,0,0,4,77.36,89.62,2012
1756,Louisiana-Monroe,SBC,116,21,0,0,2,76.59,89.23,2012
1757,Buffalo,MAC,117,19,0,0,4,76.28,89.13,2012
1758,Navy,AAC,118,15,0,0,5,77.32,89.01,2012
1759,Middle Tennessee State,C-USA,119,20,0,0,4,76,87.49,2012
1760,Colorado State,M-West,120,21,0,0,2,74.87,74.75,2012
1761,Akron,MAC,121,21,0,0,1,74.82,70.1,2012
1762,UTSA,C-USA,122,6,0,0,3,80.84,62.13,2012
1763,South Carolina State,,123,7,0,1,2,78.64,58.91,2012
1764,James Madison,,124,8,0,0,2,77.14,54.11,2012
1765,Appalachian State,SBC,125,5,0,0,2,79.52,46.27,2012
1766,Army,Ind.,126,14,0,0,0,74.03,45.41,2012
1767,Old Dominion,C-USA,127,9,0,0,1,74.73,40.57,2012
1768,Georgia State,SBC,128,4,0,0,2,77.16,28.35,2012
1769,Youngstown State,,129,4,0,0,0,77.22,28.33,2012
1770,Portland State,,130,3,0,0,1,78.94,26.61,2012
1771,Georgia Southern,SBC,131,2,0,0,2,82.59,25.1,2012
1772,Eastern Washington,,132,2,0,0,1,82.35,24.65,2012
1773,Bethune-Cookman,,133,3,0,0,2,77.84,23.44,2012
1774,Liberty,Ind.,134,2,0,0,2,81.35,22.63,2012
1775,Gardner-Webb,,135,3,0,0,0,77.44,22.12,2012
1776,McNeese State,,136,2,0,0,1,80.62,21.19,2012
1777,Pennsylvania,,137,2,0,0,2,80.62,21.17,2012
1778,Massachusetts,Ind.,138,4,0,0,1,74.99,19.91,2012
1779,Dartmouth,,139,3,0,0,1,76.47,19.37,2012
1780,Charlotte,C-USA,140,4,0,0,0,74.87,19.34,2012
1781,Tennessee State,,141,3,0,0,0,76.48,19.26,2012
1782,Yale,,142,3,0,0,1,76.22,18.55,2012
1783,Hampton,,143,3,0,0,1,75.96,17.8,2012
1784,Northern Iowa,,144,3,0,0,0,75.91,17.64,2012
1785,Tarleton State,,145,1,0,0,1,85.87,15.87,2012
1786,Virginia Military Institute,,146,2,0,0,0,77.66,15.27,2012
1787,Newberry,,147,3,0,0,0,74.65,13.89,2012
1788,Wagner,,148,1,0,0,1,83.76,13.76,2012
1789,Montana,,149,1,0,0,1,81.2,11.2,2012
1790,Lamar,,150,1,0,0,1,81.11,11.11,2012
1791,William & Mary,,151,2,0,0,0,75.55,11.07,2012
1792,Towson,,152,1,0,0,1,80.79,10.79,2012
1793,Coastal Carolina,SBC,153,2,0,0,0,75.32,10.62,2012
1794,Southern Illinois,,154,2,0,0,0,75.31,10.61,2012
1795,Western Illinois,,155,1,0,0,1,80.55,10.55,2012
1796,Lehigh,,156,1,0,0,1,80.54,10.54,2012
1797,Chattanooga,,157,1,0,0,1,80.48,10.48,2012
1798,Delaware State,,158,1,0,0,1,80.48,10.48,2012
1799,Princeton,,159,2,0,0,1,75.12,10.24,2012
1801,Southeast Missouri State,,161,1,0,0,1,79.99,9.99,2012
1802,Texas Southern,,162,1,0,0,1,79.93,9.93,2012
1803,Monmouth,,163,1,0,0,0,78.39,8.39,2012
1804,Weber State,,164,1,0,0,0,77.99,7.99,2012
1805,Notre Dame College,,165,1,0,0,0,77.82,7.82,2012
1806,Eastern Kentucky,,166,1,0,0,0,77.49,7.49,2012
1807,Montana State,,167,1,0,0,0,77.32,7.32,2012
1808,Valdosta State,,168,1,0,0,0,76.78,6.78,2012
1809,Harvard,,169,2,0,0,0,73.33,6.67,2012
1810,North Dakota,,170,1,0,0,0,76.67,6.67,2012
1811,Grambling State,,171,1,0,0,0,76.67,6.67,2012
1812,Elon,,172,1,0,0,0,76.67,6.67,2012
1813,Cornell,,173,2,0,0,0,73.33,6.67,2012
1814,South Dakota State,,174,1,0,0,0,76.67,6.67,2012
1815,Northern Colorado,,175,1,0,0,0,76.67,6.67,2012
1816,Southern Utah,,176,1,0,0,0,76.67,6.67,2012
1817,Columbia,,177,1,0,0,0,76.67,6.67,2012
1818,Idaho State,,178,1,0,0,0,76.5,6.5,2012
1819,Norfolk State,,179,1,0,0,0,76.36,6.36,2012
1820,Presbyterian,,180,1,0,0,0,75.98,5.98,2012
1821,North Carolina Central,,181,1,0,0,0,74.98,4.98,2012
1822,Western Carolina,,182,1,0,0,0,74.98,4.98,2012
1823,Richmond,,183,1,0,0,0,74.35,4.35,2012
1824,The Citadel,,184,1,0,0,0,74.31,4.31,2012
1825,Lenoir-Rhyne,,185,1,0,0,0,73.98,3.98,2012
1826,Central Arkansas,,186,1,0,0,0,73.98,3.98,2012
1827,Furman,,187,1,0,0,0,73.31,3.31,2012
1828,Cal Poly,,188,1,0,0,0,72.98,2.98,2012
1829,Delaware,,189,2,0,0,0,70.49,0.98,2012
1830,North Carolina A&T,,,1,0,0,,0,0,2012
1831,Harding University,,,1,0,0,,0,0,2012
1832,Northwest Missouri State,,,1,0,0,,0,0,2012
1833,Bucknell,,,1,0,0,,0,0,2012
1834,Wayne State,,,1,0,0,0,70,0,2012
1835,Northwood University,,,1,0,0,,0,0,2012
1836,Eastern Illinois,,,2,0,0,,0,0,2012
1837,Drake,,,1,0,0,0,70,0,2012
1838,Stetson,,,1,0,0,,0,0,2012
1839,Southeast Missouri State (bad),,,1,0,0,,0,0,2012
1840,UC Riverside,,,1,0,0,,0,0,2012
1841,Alabama State,,,1,0,0,,0,0,2012
1842,Georgetown,,,1,0,0,,0,0,2012
1843,Ashland University,,,1,0,0,,0,0,2012
1844,Rhode Island,,,1,0,0,,0,0,2012
1845,Alcorn State,,,1,0,0,,0,0,2012
1846,Villanova,,,2,0,0,,0,0,2012
1847,Southeastern Louisiana,,,1,0,0,,0,0,2012
1848,Prairie View A&M,,,1,0,0,,0,0,2012
1849,Illinois State,,,1,0,0,,0,0,2012
1850,Midwestern State,,,1,0,0,,0,0,2012
1851,Samford,,,3,0,0,0,70,0,2012
1852,Charleston Southern,,,1,0,0,,0,0,2012
1853,Lindenwood University,,,1,0,0,,0,0,2012
1854,South Dakota,,,1,0,0,,0,0,2012
1855,Duquesne,,,1,0,0,,0,0,2012
1856,Bowie State,,,1,0,0,,0,0,2012
1857,North Greenville,,,1,0,0,,0,0,2012
1858,North Dakota State,,,2,0,0,,0,0,2012
1859,Dayton,,,1,0,0,0,70,0,2012
1800,Georgia Military,,,1,0,0,1,79.99,9.99,2012
1860,Alabama,SEC,1,26,6,12,8,93.25,319.5,2013
1861,Ohio State,Big-Ten,2,24,1,19,4,93.14,303.35,2013
1862,Florida,SEC,3,28,2,14,12,90.74,291.89,2013
1863,Michigan,Big-Ten,4,27,1,17,8,90.95,288.74,2013
1864,Notre Dame,Ind.,5,23,2,17,4,92.3,284.77,2013
1865,LSU,SEC,6,27,0,19,8,91.03,281.05,2013
1866,UCLA,Pac-12,7,27,1,18,8,90.37,276.33,2013
1867,Ole Miss,SEC,8,29,4,7,17,88.52,275.52,2013
1868,Texas A&M,SEC,9,32,1,14,17,89.21,267.75,2013
1869,Auburn,SEC,10,26,3,8,15,89.12,267.46,2013
1870,Florida State,ACC,11,22,2,8,11,89.16,262.69,2013
1871,Georgia,SEC,12,34,0,15,18,88.51,260.38,2013
1872,USC,Pac-12,13,12,4,8,0,96.37,256.44,2013
1873,Miami,ACC,14,20,0,10,9,88.4,249.66,2013
1874,Clemson,ACC,15,23,1,10,11,88.46,249.66,2013
1875,Oklahoma,Big-12,16,24,1,7,15,87.74,241.93,2013
1876,Texas,Big-12,17,15,1,8,6,90.76,234.52,2013
1877,Washington,Pac-12,18,22,0,7,14,87.22,234.2,2013
1878,Oregon,Pac-12,19,19,1,7,11,87.73,227.16,2013
1879,South Carolina,SEC,20,21,0,4,17,87.98,224.01,2013
1880,Virginia Tech,ACC,21,20,1,4,15,87.7,223.82,2013
1881,Nebraska,Big-Ten,22,24,0,7,16,86.75,220.72,2013
1882,Arkansas,SEC,23,25,0,4,18,84.95,216.6,2013
1883,Mississippi State,SEC,24,22,1,4,16,86.22,214.76,2013
1884,Tennessee,SEC,25,23,0,4,18,85.86,214.06,2013
1885,Vanderbilt,SEC,26,27,0,4,22,86.04,211.23,2013
1886,Baylor,Big-12,27,25,1,3,18,84.68,209.23,2013
1887,North Carolina,ACC,28,18,0,4,13,86.88,206.42,2013
1888,Virginia,ACC,29,22,0,2,19,85.6,201.88,2013
1889,West Virginia,Big-12,30,28,0,1,25,84.87,201.03,2013
1890,Oklahoma State,Big-12,31,25,0,3,19,84.56,199.52,2013
1891,Pittsburgh,ACC,32,27,0,3,23,84.11,196.04,2013
1892,Penn State,Big-Ten,33,16,1,3,11,86.2,195.7,2013
1893,Kentucky,SEC,34,22,0,3,18,84.86,195.55,2013
1894,TCU,Big-12,35,23,0,1,19,84.57,194.83,2013
1895,Louisville,ACC,36,18,0,3,15,85.89,194.03,2013
1896,Michigan State,Big-Ten,37,19,0,4,14,85.49,193.96,2013
1897,Maryland,Big-Ten,38,22,0,3,17,84.34,193.11,2013
1898,Arizona State,Pac-12,39,27,0,1,23,84.14,192.78,2013
1899,Wisconsin,Big-Ten,40,21,0,1,19,84.64,191.08,2013
1900,California,Pac-12,41,25,0,2,20,83.96,190.85,2013
